,Source,Target
1624, Sky UK,fuboTV
1625,Alumni Ventures,Dataminr
1625, Fidelity,Dataminr
1625, BoxGroup,Dataminr
1625, Valor Equity Partners,Dataminr
1625, Credit Suisse,Dataminr
1626,SoftBank,Bear Robotics
1626, Line,Bear Robotics
1626, Vela Partners,Bear Robotics
1626, FuturePlay,Bear Robotics
1626, Cleveland Avenue,Bear Robotics
1627,8VC,Affinity
1627, Menlo Ventures,Affinity
1627, Western Technology Investment,Affinity
1627, Pear VC,Affinity
1627, LeFrak,Affinity
1628,K1 Investment Management,Cyara
1628, PeakSpan Capital,Cyara
1628, Greenspring Associates,Cyara
1629,Bessemer Venture Partners,ComboCurve
1629, Dragoneer Investment Group,ComboCurve
1630,Alumni Ventures,Future Family
1630, OurCrowd,Future Family
1630, Portfolia,Future Family
1630, Evolution VC Partners,Future Family
1630, Ulu Ventures,Future Family
1631,HDFC Bank,Bandhan Bank
1631, International Finance Corporation,Bandhan Bank
1631, GIC,Bandhan Bank
1631, Abu Dhabi Investment Authority,Bandhan Bank
1632,SoftBank Vision Fund,Apollo Agriculture
1632, Anthemis Group,Apollo Agriculture
1632, Musha Ventures,Apollo Agriculture
1632, Flourish Ventures,Apollo Agriculture
1632, Breyer Capital,Apollo Agriculture
1633,New Enterprise Associates,ForAllSecure
1633, Koch Disruptive Technologies,ForAllSecure
1633, DARPA,ForAllSecure
1634,Neuberger Berman Group,Druva
1634, Hercules Capital,Druva
1634, Sequoia Capital India,Druva
1634, Nexus Venture Partners,Druva
1634, EDBI,Druva
1635,Berkshire Hathaway,Aon plc
1636,Insight Partners,Bubble
1636, BoxGroup,Bubble
1636, Betaworks,Bubble
1636, SignalFire,Bubble
1636, Scott Belsky,Bubble
1637,Portfolia,Encantos
1637, Lightspeed Venture Partners,Encantos
1637, Precursor Ventures,Encantos
1637, Kapor Capital,Encantos
1637, Bossa Nova Investimentos,Encantos
1638,Techstars,Dapio
1638, Flutterwave,Dapio
1638, Asymmetry Ventures,Dapio
1638, Angel Investor,Dapio
1638, PactVC,Dapio
1639,Mousse Partners,Brightside Health
1639, Village Global,Brightside Health
1639, Bullpen Capital,Brightside Health
1639, Trousdale Ventures,Brightside Health
1639, Triventures,Brightside Health
1640,EDBI,Bolttech
1640, Activant Capital,Bolttech
1640, Alma Mundi Ventures,Bolttech
1640, Tarsadia Investments,Bolttech
1640, Tony Fadell,Bolttech
1641,8VC,Evernow
1641, New Enterprise Associates,Evernow
1641, Refactor Capital,Evernow
1641, Coelius Capital,Evernow
1641, Gwynne Shotwell,Evernow
1642,Insight Partners,BlueOcean
1642, FJ Labs,BlueOcean
1642, Global Venture Capital,BlueOcean
1643,Silver Lake,Foursquare
1643, Andreessen Horowitz,Foursquare
1643, Microsoft,Foursquare
1643, Morgan Stanley,Foursquare
1643, Spark Capital,Foursquare
1644,Battery Ventures,Compt
1644, Slack Fund,Compt
1644, Harlem Capital Partners,Compt
1644, Impellent Ventures,Compt
1645,Y Combinator,54gene
1645, Bienville Capital,54gene
1645, Fifty Years,54gene
1645, Hack VC,54gene
1645, Cathay Innovation,54gene
1646,Accel,Causal
1646, Coatue,Causal
1646, Scott Belsky,Causal
1646, Naval Ravikant,Causal
1646, Sam Bankman-Fried,Causal
1647,Rocket Internet,Goodlord
1647, QED Investors,Goodlord
1647, Global Founders Capital,Goodlord
1647, Ribbit Capital,Goodlord
1647, Highland Europe,Goodlord
1648,500 Startups,Funding Societies
1648, Line,Funding Societies
1648, SoftBank Vision Fund,Funding Societies
1648, Sequoia Capital India,Funding Societies
1648, Alpha JWC Ventures,Funding Societies
1649,F-Prime Capital,Doceree
1649, Eight Roads Ventures,Doceree
1649, Alkemi Venture Partners,Doceree
1649, Debasish Hota,Doceree
1649, Harsh Gupta,Doceree
1650,Norwest Venture Partners,fabric
1650, B Capital Group,fabric
1650, Redpoint,fabric
1650, SoftBank Vision Fund,fabric
1650, Stripes,fabric
1651,Nyca Partners,Canopy
1651, New Enterprise Associates,Canopy
1651, EPIC Ventures,Canopy
1651, NewView Capital,Canopy
1651, Wells Fargo Strategic Capital,Canopy
1652,Alumni Ventures,Conversica
1652, Toba Capital,Conversica
1652, CIBC,Conversica
1652, Providence Equity Partners,Conversica
1652, Morgan Stanley Expansion Capital,Conversica
1653,Wayra,Crehana
1653, Rethink Education,Crehana
1653, General Atlantic,Crehana
1653, Alive Ventures,Crehana
1653, Endeavor Catalyst,Crehana
1654,Alumni Ventures,Arcus
1654, SoftBank,Arcus
1654, FundersClub,Arcus
1654, Musha Ventures,Arcus
1654, Maverick Ventures,Arcus
1655,Credit Suisse,FINN
1655, White Star Capital,FINN
1655, Picus Capital,FINN
1655, Heartcore Capital,FINN
1655, HV Capital,FINN
1656,Techstars,ClassPass
1656, General Catalyst,ClassPass
1656, GV,ClassPass
1656, BoxGroup,ClassPass
1656, M13,ClassPass
1657,Sequoia Capital,Citizen
1657, Lux Capital,Citizen
1657, 8VC,Citizen
1657, Goodwater Capital,Citizen
1657, Slow Ventures,Citizen
1658,Andreessen Horowitz,ChartHop
1658, Flybridge,ChartHop
1658, Elad Gil,ChartHop
1658, Shrug Capital,ChartHop
1658, Cowboy Ventures,ChartHop
1659,SoftBank Vision Fund,Forward
1659, Founders Fund,Forward
1659, DCVC,Forward
1659, Khosla Ventures,Forward
1659, SV Angel,Forward
1660,GirnarSoft,CollegeDekho
1660, Winter Capital Advisors,CollegeDekho
1660, Man Capital,CollegeDekho
1660, ETS Strategic Capital,CollegeDekho
1660, Calega,CollegeDekho
1661,Insight Partners,Beewise
1661, MassChallenge,Beewise
1661, lool Ventures,Beewise
1661, Corner Ventures,Beewise
1661, Fortissimo Capital,Beewise
1662,Techstars,EnrichHER
1662, Lighthouse Labs RVA,EnrichHER
1662, Pipeline Angels,EnrichHER
1662, Fearless Fund,EnrichHER
1662, Techstars Anywhere Accelerator,EnrichHER
1663,Wavemaker Partners,500 Startups
1663, MI Ventures,500 Startups
1663, Abu Dhabi Financial Group,500 Startups
1663, Mason Ng,500 Startups
1663, David Schellhase,500 Startups
1664,Greylock,Gem
1664, Y Combinator,Gem
1664, Liquid 2 Ventures,Gem
1664, Accel,Gem
1664, ICONIQ Growth,Gem
1665,Techstars,Gig Wage
1665, MassChallenge,Gig Wage
1665, Silicon Valley Bank,Gig Wage
1665, Revolution,Gig Wage
1665, Green Dot,Gig Wage
1666,gener8tor,Fiveable
1666, Union Square Ventures,Fiveable
1666, AT&T,Fiveable
1666, BBG Ventures,Fiveable
1666, Serena Ventures,Fiveable
1667,Andreessen Horowitz,Firstbase
1667, B Capital Group,Firstbase
1667, Forum Ventures,Firstbase
1667, Kleiner Perkins,Firstbase
1667, Backend Capital,Firstbase
1668,Sequoia Capital,Carbon
1668, GV,Carbon
1668, Fidelity,Carbon
1668, Baillie Gifford,Carbon
1668, Temasek Holdings,Carbon
1669,Global Ventures,Altibbi
1669, Endeavor Catalyst,Altibbi
1669, Bossa Nova Investimentos,Altibbi
1669, Hikma Ventures,Altibbi
1669, DASH Ventures,Altibbi
1670,Huobi,Boba Network
1670, BitMart,Boba Network
1670, M13,Boba Network
1670, Shima Capital,Boba Network
1670, Hack VC,Boba Network
1671,Sequoia Capital,CaptivateIQ
1671, Y Combinator,CaptivateIQ
1671, Accel,CaptivateIQ
1671, Bessemer Venture Partners,CaptivateIQ
1671, Elad Gil,CaptivateIQ
1672,Insight Partners,Automattic
1672, Tiger Global Management,Automattic
1672, BlackRock,Automattic
1672, True Ventures,Automattic
1672, Salesforce Ventures,Automattic
1673,Apple,Corning
1673, Biomedical Advanced Research and Development Authority (BARDA),Corning
1674,Sequoia Capital,Ascend.io
1674, 8VC,Ascend.io
1674, Tiger Global Management,Ascend.io
1674, Accel,Ascend.io
1674, Shasta Ventures,Ascend.io
1675,Norwest Venture Partners,Amagi Media Labs
1675, Accel,Amagi Media Labs
1675, Mayfield Fund,Amagi Media Labs
1675, PremjiInvest,Amagi Media Labs
1675, Avataar Venture Partners,Amagi Media Labs
1676,Tencent,Blockstream
1676, AngelList,Blockstream
1676, Blockchain Capital,Blockstream
1676, Gaingels,Blockstream
1676, Baillie Gifford,Blockstream
1677,Nazara Technologies,BITKRAFT Ventures
1678,Animoca Brands,ConsenSys
1678, Microsoft,ConsenSys
1678, HSBC,ConsenSys
1678, JP Morgan Chase,ConsenSys
1678, BNY Mellon,ConsenSys
1679,Bessemer Venture Partners,Auth0
1679, Silicon Valley Bank,Auth0
1679, Telstra Ventures,Auth0
1679, Trinity Ventures,Auth0
1679, DTCP,Auth0
1680,Techstars,Arweave
1680, Andreessen Horowitz,Arweave
1680, Union Square Ventures,Arweave
1680, Coinbase Ventures,Arweave
1680, Arrington XRP Capital,Arweave
1681,Andreessen Horowitz,Deepcell
1681, Fifty Years,Deepcell
1681, Casdin Capital,Deepcell
1681, DCVC,Deepcell
1681, Horizons Ventures,Deepcell
1682,Citi,Advantage Capital
1683,Greylock,Cloudera
1683, GV,Cloudera
1683, T. Rowe Price,Cloudera
1683, Accel,Cloudera
1683, In-Q-Tel,Cloudera
1684,Coinbase,Dfns
1684, Figment,Dfns
1684, Bpifrance,Dfns
1684, Hashed,Dfns
1684, White Star Capital,Dfns
1685,Base10 Partners,Cottage
1685, Fifth Wall,Cottage
1685, Susa Ventures,Cottage
1685, DivcoWest,Cottage
1685, Sean Breuner,Cottage
1686,Garage Capital,Astranis
1686, Andreessen Horowitz,Astranis
1686, Lux Capital,Astranis
1686, Koch Industries,Astranis
1686, Y Combinator,Astranis
1687,Correlation Ventures,BoostUp.ai
1687, NGP Capital,BoostUp.ai
1687, Bossa Nova Investimentos,BoostUp.ai
1687, Bethnal Green Ventures,BoostUp.ai
1687, Benhamou Global Ventures,BoostUp.ai
1688,Andreessen Horowitz,Everlaw
1688, Menlo Ventures,Everlaw
1688, CapitalG,Everlaw
1688, Ulu Ventures,Everlaw
1688, TPG Growth,Everlaw
1689,National Science Foundation,Arzeda
1689, Casdin Capital,Arzeda
1689, Universal Materials Incubator,Arzeda
1689, Bunge Ventures,Arzeda
1689, Circulate Capital,Arzeda
1690,Sequoia Capital,Clever
1690, GV,Clever
1690, Y Combinator,Clever
1690, Initialized Capital,Clever
1690, Founders Fund,Clever
1691,SoftBank,Clip
1691, 500 Startups,Clip
1691, Sierra Ventures,Clip
1691, General Atlantic,Clip
1691, Accion,Clip
1693,HNA Group,Deutsche Bank
1693, Capital Group,Deutsche Bank
1693, Cerberus Capital Management,Deutsche Bank
1694,Vertex Ventures,DataRails
1694, Innovation Endeavors,DataRails
1694, Zeev Ventures,DataRails
1694, Qumra Capital,DataRails
1694, Vertex Ventures Israel,DataRails
1695,DFINITY,Functionland
1695, Protocol Labs,Functionland
1695, Outlier Ventures,Functionland
1695, Master Ventures,Functionland
1695, DoraHacks,Functionland
1696,Broslyn Capital,BitGo
1696, Digital Currency Group,BitGo
1696, Galaxy Digital,BitGo
1696, Blockchain Capital,BitGo
1696, Craft Ventures,BitGo
1697,Techstars,Arena.im
1697, Craft Ventures,Arena.im
1697, Right Side Capital Management,Arena.im
1697, Incubate Fund,Arena.im
1697, CRV,Arena.im
1698,EquityZen,Adaptive Biotechnologies
1698, ARK Investment Management,Adaptive Biotechnologies
1698, Viking Global Investors,Adaptive Biotechnologies
1698, Senator Investment Group,Adaptive Biotechnologies
1698, Rock Springs Capital,Adaptive Biotechnologies
1699,Norwest Venture Partners,FloQast
1699, Insight Partners,FloQast
1699, Redpoint,FloQast
1699, Wavemaker Partners,FloQast
1699, Toba Capital,FloQast
1700,Andreessen Horowitz,Cross River
1700, T. Rowe Price,Cross River
1700, Ion Pacific,Cross River
1700, Ribbit Capital,Cross River
1700, LionTree,Cross River
1701,Notion Capital,FiveAI
1701, Kindred Capital,FiveAI
1701, Amadeus Capital Partners,FiveAI
1701, Trustbridge Partners,FiveAI
1701, Lakestar,FiveAI
1702,GGV Capital,Drata
1702, ICONIQ Growth,Drata
1702, Cowboy Ventures,Drata
1702, SV Angel,Drata
1702, Alkeon Capital,Drata
1703,Apollo,Airbnb
1703, Citi,Airbnb
1703, Silver Lake,Airbnb
1703, Sequoia Capital,Airbnb
1703, Andreessen Horowitz,Airbnb
1704,Fortress Investment Group,BigBear.ai
1704, Marathon Asset Management,BigBear.ai
1704, Highbridge Capital Management,BigBear.ai
1705,Kima Ventures,Akeneo
1705, Summit Partners,Akeneo
1705, Partech,Akeneo
1705, Alven,Akeneo
1705, Salesforce Ventures,Akeneo
1706,Latitud,Datanomik
1706, Andreessen Horowitz,Datanomik
1706, Atlas Benjelloun,Datanomik
1706, Canary,Datanomik
1706, Sebastian Mejia,Datanomik
1707,Tiger Global Management,AgentSync
1707, Anthemis Group,AgentSync
1707, Craft Ventures,AgentSync
1707, Valor Equity Partners,AgentSync
1707, Caffeinated Capital,AgentSync
1708,FJ Labs,FanDuel
1708, Tusk Venture Partners,FanDuel
1708, Kohlberg Kravis Roberts,FanDuel
1708, CapitalG,FanDuel
1708, Piton Capital,FanDuel
1709,Neuberger Berman Group,Duck Creek Technologies
1709, Insight Partners,Duck Creek Technologies
1709, Temasek Holdings,Duck Creek Technologies
1709, Whale Rock Capital Management,Duck Creek Technologies
1709, Dragoneer Investment Group,Duck Creek Technologies
1710,AlphaCoin Fund,Chainlink
1710, Fundamental Labs,Chainlink
1710, George Burke,Chainlink
1710, Nirvana Capital,Chainlink
1710, Limitless Crypto Investments,Chainlink
1711,Team8,Cyberpion
1711, U.S. Venture Partners,Cyberpion
1711, Hyperwise Ventures,Cyberpion
1712,Index Ventures,Elastic
1712, DCVC,Elastic
1712, New Enterprise Associates,Elastic
1712, Benchmark,Elastic
1712, SV Angel,Elastic
1713,8VC,BlueVoyant
1713, Temasek Holdings,BlueVoyant
1713, Liberty Strategic Capital,BlueVoyant
1713, Fiserv,BlueVoyant
1713, Eden Global Partners,BlueVoyant
1714,Earlybird Venture Capital,Carto
1714, Insight Partners,Carto
1714, Accel,Carto
1714, European Innovation Council,Carto
1714, Plug and Play Tech Center,Carto
1715,Y Combinator,D-ID
1715, OurCrowd,D-ID
1715, AXA Venture Partners,D-ID
1715, Maverick Ventures,D-ID
1715, Pitango Venture Capital,D-ID
1716,General Catalyst,ChannelEngine
1716, Atomico,ChannelEngine
1716, INKEF Capital,ChannelEngine
1716, Airbridge Equity Partners,ChannelEngine
1716, Stephan Schambach,ChannelEngine
1717,SeedInvest,Firefly Aerospace
1717, XBTO Group,Firefly Aerospace
1717, AE Industrial Partners,Firefly Aerospace
1717, Dylan Taylor,Firefly Aerospace
1717, Tank Stream Ventures,Firefly Aerospace
1718,Bpifrance,Bigblue
1718, Runa Capital,Bigblue
1718, Plug and Play Tech Center,Bigblue
1718, Clement Benoit,Bigblue
1718, LVP,Bigblue
1719,Microsoft,DNAnexus
1719, GV,DNAnexus
1719, WuXi AppTec,DNAnexus
1719, Regeneron,DNAnexus
1719, Northpond Ventures,DNAnexus
1720,Sequoia Capital India,Emeritus
1720, CPP Investments,Emeritus
1720, Bertelsmann India Investments,Emeritus
1721,Silicon Valley Bank,Amplience
1721, Sixth Street,Amplience
1721, Octopus Ventures,Amplience
1721, Northstar Ventures,Amplience
1721, Columbia Lake Partners,Amplience
1722,Accel,Couchbase
1722, Mayfield Fund,Couchbase
1722, Sorenson Capital,Couchbase
1722, Adams Street Partners,Couchbase
1722, North Bridge Venture Partners & Growth Equity,Couchbase
1723,Western Technology Investment,ANSYS
1724,Google,Glance
1724, Reliance Jio,Glance
1724, Mithril Capital Management,Glance
1725,Y Combinator,Ajaib
1725, Insignia Ventures Partners,Ajaib
1725, Alpha JWC Ventures,Ajaib
1725, Horizons Ventures,Ajaib
1725, Ribbit Capital,Ajaib
1726,Fort Ross Ventures,Buyk
1726, s16vc,Buyk
1726, LVL1 Group,Buyk
1726, CM Ventures,Buyk
1728,Partech,Five9
1728, Adams Street Partners,Five9
1728, City National Bank,Five9
1728, Hummer Winblad Venture Partners,Five9
1728, Sapphire Ventures,Five9
1729,Inflection Point Ventures,Card91
1729, Point72 Ventures,Card91
1729, Commerce Ventures,Card91
1729, EMVC,Card91
1729, Rainmatter Capital,Card91
1730,Sequoia Capital,ByteDance
1730, Morgan Stanley,ByteDance
1730, Goldman Sachs,ByteDance
1730, Tiger Global Management,ByteDance
1730, SoftBank Vision Fund,ByteDance
1732,Golub Capital,E2open
1733,Microsoft,Cruise
1733, Spark Capital,Cruise
1733, Y Combinator,Cruise
1733, Initialized Capital,Cruise
1733, SoftBank Vision Fund,Cruise
1734,NewLake Capital Partners,Columbia Care
1734, LVL1 Group,Columbia Care
1735,Accel,FRVR
1735, Makers Fund,FRVR
1735, David Helgason,FRVR
1735, Hiro Capital,FRVR
1735, Paul Heydon,FRVR
1736,General Catalyst,CRED
1736, Hillhouse Capital Group,CRED
1736, Insight Partners,CRED
1736, Tiger Global Management,CRED
1736, Coatue,CRED
1737,Tiger Global Management,Cialfo
1737, Susquehanna International Group (SIG),Cialfo
1737, Vulcan Capital,Cialfo
1737, Alto Partners Multi-Family Office,Cialfo
1737, January Capital,Cialfo
1738,Wells Fargo,Cushman & Wakefield
1738, Santander Bank,Cushman & Wakefield
1738, Vanke,Cushman & Wakefield
1739,Tiger Global Management,Glassdoor
1739, T. Rowe Price,Glassdoor
1739, CapitalG,Glassdoor
1739, Benchmark,Glassdoor
1739, EquityZen,Glassdoor
1744,SAP,Alchemist Accelerator
1744, Juniper Networks,Alchemist Accelerator
1744, Siemens,Alchemist Accelerator
1744, Khosla Ventures,Alchemist Accelerator
1744, Threshold,Alchemist Accelerator
1746,Kensington Capital Partners Limited,Brightspark Ventures
1746, Venture Capital Catalyst Initiative (VCCI),Brightspark Ventures
1750,Sequoia Capital,Binance
1750, Vertex Ventures,Binance
1750, Fundamental Labs,Binance
1750, Vertex Ventures Southeast Asia & India,Binance
1750, Chris McCann,Binance
1752,Smartfrog & Canary,Canary
1752, Brooklyn Bridge Ventures,Canary
1752, Two Sigma Ventures,Canary
1752, Khosla Ventures,Canary
1752, Western Technology Investment,Canary
1754,Sequoia Capital,Bolt
1754, Daimler,Bolt
1754, Startup Wise Guys,Bolt
1754, Creandum,Bolt
1754, Didi,Bolt
1755,Alumni Ventures,BlockFi
1755, Galaxy Digital,BlockFi
1755, Gaingels,BlockFi
1755, Tiger Global Management,BlockFi
1755, SoFi,BlockFi
1756,Silver Lake,AMC Theatres
1756, Mudrick Capital Management,AMC Theatres
1757,Wayra,Ascension
1758,Tencent,Farfetch
1758, Eurazeo,Farfetch
1758, IDG Capital,Farfetch
1758, Alibaba Group,Farfetch
1758, Headline,Farfetch
1759,Andreessen Horowitz,FundersClub
1759, Spark Capital,FundersClub
1759, General Catalyst,FundersClub
1759, FundersClub,FundersClub
1759, Y Combinator,FundersClub
1764,Andreessen Horowitz,Affirm
1764, Morgan Stanley,Affirm
1764, Spark Capital,Affirm
1764, Baillie Gifford,Affirm
1764, Craft Ventures,Affirm
1766,Clocktower Technology Ventures,Carmoola
1766, VentureFriends,Carmoola
1766, Michael Pennington,Carmoola
1766, Will Neale,Carmoola
1766, InMotion Ventures,Carmoola
1770,Zhejiang Geely Holding Group,Daimler
1770, BAIC Group,Daimler
1771,Tencent,Didi
1771, Apple,Didi
1771, Citi,Didi
1771, SoftBank,Didi
1771, Silver Lake,Didi
1772,RRE Ventures,Base
1772, Index Ventures,Base
1772, Hyde Park Venture Partners,Base
1772, OCA Ventures,Base
1772, Jumpstart Ventures,Base
1773,Andreessen Horowitz,BlocPower
1773, Goldman Sachs,BlocPower
1773, Elemental Excelerator,BlocPower
1773, Kapor Capital,BlocPower
1773, Cleo Capital,BlocPower
1775,Warburg Pincus,Gojek
1775, Tencent,Gojek
1775, Meta,Gojek
1775, Google,Gojek
1775, Meituan,Gojek
1777,Hillhouse Capital Group,Delivery Hero
1777, Insight Partners,Delivery Hero
1777, Rocket Internet,Delivery Hero
1777, General Atlantic,Delivery Hero
1777, Altos Ventures,Delivery Hero
1778,Chan Zuckerberg Initiative,Elemental Excelerator
1778, United States Navy,Elemental Excelerator
1779,SoftBank,Alibaba Group
1779, Silver Lake,Alibaba Group
1779, Goldman Sachs,Alibaba Group
1779, Tiger Global Management,Alibaba Group
1779, Temasek Holdings,Alibaba Group
1780,Baillie Gifford,Gojo & Company
1780, Credit Saison,Gojo & Company
1780, SBI Investment,Gojo & Company
1780, SBI Group,Gojo & Company
1780, ANRI,Gojo & Company
1781,Ares Management,BC Partners
1781, Blackstone Group,BC Partners
1784,Benchmark,eBay
1784, Maveron,eBay
1785,Slack,Electric
1785, Bessemer Venture Partners,Electric
1785, Primary Venture Partners,Electric
1785, GGV Capital,Electric
1785, 01 Advisors,Electric
1786,IONIQ,finleap
1786, Hannover Re,finleap
1786, SBI Group,finleap
1786, MS&AD Ventures,finleap
1786, Ping An Global Voyager,finleap
1788,Barclays,Anthemis Group
1788, Pivot Investment Partners,Anthemis Group
1788, SquareOne Capital Corp.,Anthemis Group
1788, Migdal Insurance and Financial Holdings,Anthemis Group
1789,VP Capital,Capital.Com
1792,Bay Wharf Capital,EXPERT DOJO
1792, VDOSH,EXPERT DOJO
1792, Virgil Andry,EXPERT DOJO
1797,Naver,Emtek Group
1797, Grab,Emtek Group
1799,Insight Partners,Checkout.com
1799, Tiger Global Management,Checkout.com
1799, Coatue,Checkout.com
1799, GIC,Checkout.com
1799, Ribbit Capital,Checkout.com
1800,Creandum,Ark Kapital
1800, LocalGlobe,Ark Kapital
1800, Ilkka Paananen,Ark Kapital
1800, Sebastian Knutsson,Ark Kapital
1800, Jacob De Geer,Ark Kapital
1801,Indicator Ventures,BOND
1801, Pilot Mountain Ventures,BOND
1801, Jonathan Keidan,BOND
1801, QueensBridge Venture Partners,BOND
1801, Reynolds & Company Venture Partners,BOND
1803,Sequoia Capital,Cisco
1808,Galaxy Digital,Argo Blockchain
1809,Sequoia Capital,GirnarSoft
1809, Hillhouse Capital Group,GirnarSoft
1809, CapitalG,GirnarSoft
1809, Trifecta Capital Advisors,GirnarSoft
1809, Tybourne Capital Management,GirnarSoft
1810,MaC Venture Capital,Electric Capital
1813,American Axle & Manufacturing,Autotech Ventures
1813, Volvo Group Venture Capital,Autotech Ventures
1813, Allison Transmission Holdings,Autotech Ventures
1816,Snap,Aleph Holding
1816, Twitter,Aleph Holding
1816, CVC Capital Partners,Aleph Holding
1817,NYSERDA,Applied Materials
1819,Sprint Vc,Foxconn Technology Group
1822,CRED,CredAvenue
1822, B Capital Group,CredAvenue
1822, Insight Partners,CredAvenue
1822, Sequoia Capital India,CredAvenue
1822, Lightrock,CredAvenue
1823,NYSERDA,DNV GL
1827,Ripple,Coil
1827, Stefan Thomas,Coil
1828,Mubadala,Evotec
1828, Novo Holdings,Evotec
1828, Gilde Healthcare,Evotec
1828, 3i Group,Evotec
1828, Omega Funds,Evotec
1830,Apple,Adobe
1831,ADQ,Aramex International
1832,Pine Brook Partners,Global Atlantic
1834,Mayfield Fund,Edison
1834, U.S. Venture Partners,Edison
1843,Union Square Ventures,CircleUp
1843, GV,CircleUp
1843, QED Investors,CircleUp
1843, Clocktower Technology Ventures,CircleUp
1843, Rose Park Advisors,CircleUp
1844,RRE Ventures,Arca
1844, Arca,Arca
1844, Littlebanc Advisors LLC.,Arca
1844, Alex Tisch,Arca
1847,Snow K.,Everyrealm
1847, Animoca Brands,Everyrealm
1847, Andreessen Horowitz,Everyrealm
1847, Dapper Labs,Everyrealm
1847, Hashed,Everyrealm
1848,Fannie Mae,General Motors
1848, NYSERDA,General Motors
1850,October,Engie
1850, Toshiba Corporation,Engie
1852,Founders Fund,Eat Just
1852, Khosla Ventures,Eat Just
1852, Horizons Ventures,Eat Just
1852, Vulcan Capital,Eat Just
1852, AME Cloud Ventures,Eat Just
1855,Digital Currency Group,Blockchain.com
1855, GV,Blockchain.com
1855, Baillie Gifford,Blockchain.com
1855, Lightspeed Venture Partners,Blockchain.com
1855, LG Group,Blockchain.com
1858,Innovative Startups and SMEâ€™s Fund (ISSF),Global Ventures
1861,US Department of Energy,American Axle & Manufacturing
1861, American Securities,American Axle & Manufacturing
1862,Bessemer Venture Partners,Good Technology
1862, New Enterprise Associates,Good Technology
1862, Threshold,Good Technology
1862, McAfee,Good Technology
1862, AllegisCyber,Good Technology
1863,IDG Capital,Bitmain
1863, Coatue,Bitmain
1863, Temasek Holdings,Bitmain
1863, Sequoia Capital China,Bitmain
1863, EDBI,Bitmain
1870,Vertex Ventures,Evisort
1870, General Atlantic,Evisort
1870, Village Global,Evisort
1870, Rough Draft Ventures,Evisort
1870, M12 - Microsoft's Venture Fund,Evisort
1876,YG Entertainment,3i Inc.
1876, SAP.iO,3i Inc.
1876, Korea Development Bank,3i Inc.
1876, DS Asset Management,3i Inc.
1876, LB Investment,3i Inc.
1888,General Catalyst,Aviatrix
1888, Insight Partners,Aviatrix
1888, Tiger Global Management,Aviatrix
1888, TCV,Aviatrix
1888, CRV,Aviatrix
1892,GoBeyond,GoBeyond
1892, Penny Schiffer,GoBeyond
1892, Ritesh Punjabi,GoBeyond
1896,Index Ventures,Credit Benchmark
1896, Balderton Capital,Credit Benchmark
1896, Communitas Asset Management,Credit Benchmark
1896, Michael Sherwood,Credit Benchmark
1906,The SCAN Foundation,Alive Ventures
1908,Clear Ventures,Concentric
1908, Engineering Capital,Concentric
1908, LaunchPad Venture Group,Concentric
1908, Walnut Venture Associates,Concentric
1908, Homebrew,Concentric
1911,Delavaco Capital,Aphria
1918,JAFCO,FreakOut Holdings
1918, GMO VenturePartners,FreakOut Holdings
1918, YJ Capital,FreakOut Holdings
1922,Renaissance Venture Capital,Atlas Venture
1924,Bank of Montreal,Creative Destruction Lab (CDL)
1924, RBC Capital,Creative Destruction Lab (CDL)
1924, SCALE AI,Creative Destruction Lab (CDL)
1924, Government of Canada,Creative Destruction Lab (CDL)
1927,Ground Squirrel Ventures,Community Investment Management
1938,OSINOVA,Bossa Nova Investimentos
1946,US Department of Commerce,Access Ventures
1946, Economic Development Administation,Access Ventures
1950,Pivot Investment Partners,Fenway Summer Ventures
1950, Camp One Ventures,Fenway Summer Ventures
1950, Raj Date,Fenway Summer Ventures
1950, Miles Reidy,Fenway Summer Ventures
1950, Mark Lefanowicz,Fenway Summer Ventures
1951,Aviva Investors,Founders Factory
1951, GMG Ventures,Founders Factory
1960,Molten Ventures,Earlybird Venture Capital
1963,ACE & Company,Blue Horizon Corporation
1966,500 Startups,EquityZen
1966, Draper Associates,EquityZen
1966, Kima Ventures,EquityZen
1966, CRCM Ventures,EquityZen
1966, Amino Capital,EquityZen
1978,Bitmain,DoraHacks
1978, Binance Labs,DoraHacks
1978, ArkStream Capital,DoraHacks
1978, Cabin VC,DoraHacks
1978, 8 Decimal Capital,DoraHacks
1982,Nikko AssetManagement,ARK Investment Management
1985,Tencent,DST Global
1985, Prosus & Naspers,DST Global
1999,Elia Montanari,DFJ Growth
1999, StreShi,DFJ Growth
2000,Encore Capital,Episode 1
2007,Goldman Sachs Asset Management,Accel-KKR
2015,Dyal Capital Partners,Golub Capital
2023,iAngels,Finrise
2023, Western Technology Investment,Finrise
2023, Mayfield Fund,Finrise
2023, NFX,Finrise
2023, Jack Herrick,Finrise
2032,Mason Ng,Bullpen Capital
2036,500 Startups,Golden Gate
2036, Ion Pacific,Golden Gate
2040,Accel,Amplify.LA
2040, Greycroft,Amplify.LA
2040, Baroda Ventures,Amplify.LA
2040, Deep Fork Capital,Amplify.LA
2040, Karlin Ventures,Amplify.LA
2052,Google,AOL
2052, Kleiner Perkins,AOL
2052, Comcast Ventures,AOL
2055,Manila Angel Investors Network,ACE
2055, Max Loong,ACE
2075,RBC Generator Fund,ArcTern Ventures
2085,Sequoia Capital,Electronic Arts
2085, Kleiner Perkins,Electronic Arts
