Organization Name,Headquarters Location,Operating Status,Company Type,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Lead Investors,Number of Investors,Industry Groups,Industries,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Number of Events,SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Visit Duration,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Principales inversionistas
Delhivery,"Gurgaon, Haryana, India",Active,For Profit,6.0,4.0,,1.0,11.0,15.0,"Commerce and Shopping, Transportation","E-Commerce, Freight Service, Logistics, Shipping, Supply Chain Management",13.0,Late Stage Venture,2021-09-06,5580000000.0,INR,76323093.0,Series I,Series I,5580000000.0,INR,76323093.0,1412892455.0,USD,1412892455.0,,"10,141,248","13,967,999.5",885.0,,,,"Tiger Global Management, The Carlyle Group, Fidelity, SoftBank Vision Fund, Baillie Gifford"
Cogoport,"Mumbai, Maharashtra, India",Active,For Profit,,,,,2.0,3.0,Transportation,"Air Transportation, Freight Service, Logistics, Marine Transportation",5.0,Early Stage Venture,2022-04-06,50000000.0,USD,50000000.0,Series B,Series B,50000000.0,USD,50000000.0,67039911.0,USD,67039911.0,,279.125,"107,149.83",139.0,,,,"Tiger Global Management, Accel, DST Global"
ChargeAfter,"New York, New York, United States",Active,For Profit,,,,,5.0,11.0,"Commerce and Shopping, Financial Services, Lending and Investments","Consumer Lending, E-Commerce, Financial Services, FinTech, Lending, Point of Sale",7.0,Early Stage Venture,2022-03-22,44000000.0,USD,44000000.0,Series B,Series B,44000000.0,USD,44000000.0,61000000.0,USD,61000000.0,3.0,474.083,"140,777.5",299.0,,,,"Visa, Plug and Play Tech Center, Propel Venture Partners, Citi Ventures, Mitsubishi UFJ Financial Group"
Fluence,"Arlington, Virginia, United States",Active,For Profit,,,,,1.0,1.0,"Energy, Sustainability","Energy, Energy Storage, Renewable Energy",1.0,IPO,2020-12-30,125000000.0,USD,125000000.0,Private Equity,Private Equity,125000000.0,USD,125000000.0,125000000.0,USD,125000000.0,,35.676,22.787,602.0,4804297.0,USD,4804297.0,Qatar Investment Authority
Algolia,"San Francisco, California, United States",Active,For Profit,,,,,4.0,39.0,"Internet Services, Software","Cloud Computing, Search Engine, Semantic Search, Vertical Search",9.0,Late Stage Venture,2021-07-28,150000000.0,USD,150000000.0,Series D,Series D,150000000.0,USD,150000000.0,334220000.0,USD,334220000.0,33.0,"7,182,878","2,272,519",1.459,1333712.0,USD,1333712.0,"Twilio, 500 Startups, Y Combinator, Initialized Capital, Accel"
Flexport,"San Francisco, California, United States",Active,For Profit,35.0,,5.0,,6.0,80.0,Transportation,"Freight Service, Logistics, Shipping, Supply Chain Management",12.0,Late Stage Venture,2022-02-07,935000000.0,USD,935000000.0,Series E,Series E,935000000.0,USD,935000000.0,2239000000.0,USD,2239000000.0,10.0,635.145,"468,070.33",381.0,33440930.0,USD,33440930.0,"Shopify, Andreessen Horowitz, 8VC, FundersClub, Wells Fargo"
Apollo.io,"San Francisco, California, United States",Active,For Profit,,,,,4.0,12.0,"Information Technology, Sales and Marketing, Software","Lead Generation, Sales, Sales Automation, Software",5.0,Late Stage Venture,2022-03-03,110000000.0,USD,110000000.0,Series C,Series C,110000000.0,USD,110000000.0,151320000.0,USD,151320000.0,3.0,"4,281,481","4,067,567.17",497.0,,,,"Sequoia Capital, Y Combinator, Tribe Capital, Nexus Venture Partners, Sand Hill Angels"
Brightline,"Palo Alto, California, United States",Active,For Profit,,,,,5.0,15.0,"Community and Lifestyle, Health Care","Child Care, Family, Health Care, Home Health Care",5.0,Late Stage Venture,2022-03-29,105000000.0,USD,105000000.0,Series C,Series C,105000000.0,USD,105000000.0,209000000.0,USD,209000000.0,,98.601,"30,462.67",56.0,,,,"Gaingels, GV, City Light Capital, Oak HC/FT, Threshold"
Emitwise,"London, England, United Kingdom",Active,For Profit,,,,,2.0,11.0,"Artificial Intelligence, Data and Analytics, Science and Engineering, Software, Sustainability, Transportation","Artificial Intelligence, CleanTech, GreenTech, SaaS, Supply Chain Management",4.0,Early Stage Venture,2022-03-30,9000000.0,EUR,10045315.0,Series A,Series A,9000000.0,EUR,10045315.0,16645316.0,USD,16645316.0,,8.982,"3,967.67",49.0,,,,"ArcTern Ventures, True Ventures, Michael Pennington, Social Impact Capital, Saltwater Capital"
DataStax,"Santa Clara, California, United States",Active,For Profit,,,,,5.0,20.0,"Data and Analytics, Information Technology, Internet Services, Software","Big Data, Cloud Data Services, Database, Enterprise Software, Software",10.0,,2021-08-01,,,,Venture - Series Unknown,Venture - Series Unknown,,,,227571788.0,USD,227571788.0,38.0,550.215,"466,211.5",904.0,10035617.0,USD,10035617.0,"Sequoia Capital, Lightspeed Venture Partners, Crosslink Capital, Scale Venture Partners, Kleiner Perkins"
Eurazeo,"Paris, Ile-de-France, France",Active,For Profit,209.0,88.0,6.0,49.0,1.0,1.0,"Financial Services, Lending and Investments","Asset Management, Finance, Financial Services, FinTech, Venture Capital",1.0,IPO,2017-06-06,790500000.0,EUR,890972269.0,Post-IPO Equity,Post-IPO Equity,790500000.0,EUR,890972269.0,790500000.0,EUR,890972270.0,,36.392,"22,970.33",228.0,,,,JCDecaux
Garage Capital,"Waterloo, Ontario, Canada",Active,For Profit,57.0,1.0,5.0,1.0,1.0,2.0,"Financial Services, Lending and Investments","Crowdfunding, Financial Services, Venture Capital",2.0,Seed,2018-11-05,50000000.0,USD,50000000.0,Grant,Seed,,,,50000000.0,USD,50000000.0,,3.078,,0.0,,,,"BDC Venture Capital, Venture Capital Catalyst Initiative (VCCI)"
ada,"Kuala Lumpur, Kuala Lumpur, Malaysia",Active,For Profit,,,,,2.0,2.0,"Advertising, Sales and Marketing","Advertising, Marketing",2.0,,2021-05-11,60000000.0,USD,60000000.0,Corporate Round,Corporate Round,60000000.0,USD,60000000.0,80000000.0,USD,80000000.0,,20.873,"12,675.83",208.0,,,,"SoftBank, Sumitomo Corporation"
Demandbase,"San Francisco, California, United States",Active,For Profit,,,,,8.0,12.0,"Advertising, Data and Analytics, Sales and Marketing, Software","Advertising, Analytics, Marketing, SaaS",7.0,Late Stage Venture,2017-05-25,65000000.0,USD,65000000.0,Series H,Series H,65000000.0,USD,65000000.0,143000000.0,USD,143000000.0,18.0,284.726,"193,705.17",365.0,8985636.0,USD,8985636.0,"Adobe, Scale Venture Partners, Altos Ventures, Salesforce Ventures, Jackson Square Ventures"
BillionToOne,"Menlo Park, California, United States",Active,For Profit,,,,,3.0,24.0,"Biotechnology, Health Care, Science and Engineering","Biotechnology, Genetics, Health Diagnostics, Medical",9.0,Late Stage Venture,2022-03-30,125000000.0,USD,125000000.0,Series C,Series C,125000000.0,USD,125000000.0,212400000.0,USD,212400000.0,1.0,9.031,"5,323.67",325.0,,,,"500 Startups, Norwest Venture Partners, Y Combinator, Baillie Gifford, Fifty Years"
Drip Capital,"Palo Alto, California, United States",Active,For Profit,,,,,7.0,23.0,"Financial Services, Other","Blockchain, Finance, Financial Services, FinTech",12.0,Late Stage Venture,2022-04-07,,,,Secondary Market,Series C,40000000.0,USD,40000000.0,375120000.0,USD,375120000.0,1.0,358.693,"259,920.83",227.0,223632.0,USD,223632.0,"Y Combinator, Liquid 2 Ventures, Initialized Capital, Accel, Sequoia Capital India"
BitPay,"Atlanta, Georgia, United States",Active,For Profit,,,,,5.0,32.0,"Commerce and Shopping, Financial Services, Other, Payments, Software","Bitcoin, E-Commerce, Finance, FinTech, Payments, Peer to Peer, Software",10.0,Early Stage Venture,2021-07-22,1800000.0,USD,1800000.0,Series B,Series B,1800000.0,USD,1800000.0,74310000.0,USD,74310000.0,5.0,"1,865,014","1,047,742.17",614.0,206210.0,USD,206210.0,"Digital Currency Group, RRE Ventures, Founders Fund, SeedInvest, Menlo Ventures"
ExecOnline,"New York, New York, United States",Active,For Profit,,,,,4.0,13.0,"Education, Software","Corporate Training, E-Learning, EdTech, Education, Software, Training",8.0,Late Stage Venture,2021-04-21,45000000.0,USD,45000000.0,Series D,Series D,45000000.0,USD,45000000.0,87718302.0,USD,87718302.0,,21.626,"13,208.67",405.0,1741857.0,USD,1741857.0,"NewSpring, Forum Ventures, ABS Capital Partners, Washington Post, Militello Capital"
dyte,"Bengaluru, Karnataka, India",Active,For Profit,,,,,4.0,6.0,"Information Technology, Software","Developer APIs, Information Technology, Productivity Tools, Software",3.0,Seed,2022-04-07,11600000.0,USD,11600000.0,Seed,Seed,11600000.0,USD,11600000.0,15320826.0,USD,15320826.0,,7.942,"5,850.17",315.0,,,,"Y Combinator, Nexus Venture Partners, Surge, Unbound, Ryan Hoover"
Community Gaming,"New York, New York, United States",Active,For Profit,1.0,,,,4.0,26.0,"Community and Lifestyle, Gaming, Other, Sports","Blockchain, Communities, eSports, Gaming",4.0,Early Stage Venture,2022-04-07,16000000.0,USD,16000000.0,Series A,Series A,16000000.0,USD,16000000.0,18475000.0,USD,18475000.0,,509.046,"158,851.33",1.289,,,,"Animoca Brands, ConsenSys, Dapper Labs, BITKRAFT Ventures, Hashed"
Dialogue,"Montr̩al, Quebec, Canada",Active,For Profit,,,,,6.0,14.0,Health Care,"Health Care, Wellness",5.0,IPO,2020-07-29,43000000.0,CAD,32226225.0,Series B,Series B,43000000.0,CAD,32226225.0,88726225.0,USD,88726225.0,,168.548,"89,923.83",772.0,,,,"White Star Capital, SCALE AI, Caisse de Depot et Placement du Quebec, BDC Venture Capital, HV Capital"
Blavity,"Los Angeles, California, United States",Active,For Profit,,,,,2.0,9.0,"Community and Lifestyle, Internet Services, Media and Entertainment","Communities, Digital Media, Social Media",6.0,Early Stage Venture,2018-07-20,6500000.0,USD,6500000.0,Series A,Series A,6500000.0,USD,6500000.0,9359798.0,USD,9359798.0,3.0,11.46,"10,073.33",646.0,,,,"500 Startups, GV, MaC Venture Capital, Harlem Capital Partners, Base Ventures"
Digit Insurance,"Bengaluru, Karnataka, India",Active,For Profit,,,,,4.0,14.0,Financial Services,"Finance, Financial Services, Insurance, InsurTech",8.0,,2022-01-18,70000000.0,USD,70000000.0,Venture - Series Unknown,Venture - Series Unknown,70000000.0,USD,70000000.0,530750058.0,USD,530750058.0,,"2,274,937","2,051,577.33",756.0,,,,"Fairfax Financial Holdings, Sequoia Capital India, Kunal Shah, Wellington Management, Faering Capital"
Bounce,"Bangalore, Karnataka, India",Active,For Profit,,,,,7.0,17.0,"Commerce and Shopping, Transportation","Last Mile Transportation, Recreational Vehicles, Rental, Ride Sharing",9.0,Late Stage Venture,2020-03-03,6500000.0,USD,6500000.0,Debt Financing,Series D,105000000.0,USD,105000000.0,214176422.0,USD,214176422.0,,30.642,111.408,168.0,,,,"Navi Technologies, B Capital Group, Accel, Qualcomm Ventures, Sequoia Capital India"
Arcadia,"Washington, District of Columbia, United States",Active,For Profit,,,,,6.0,26.0,"Data and Analytics, Energy, Natural Resources, Software, Sustainability","Clean Energy, CleanTech, Database, Energy, Renewable Energy, Solar",10.0,Late Stage Venture,2022-01-01,,,,Series E,Series E,,,,170500000.0,USD,170500000.0,1.0,568.898,"413,877.83",238.0,,,,"Alumni Ventures, Tiger Global Management, BoxGroup, Bracket Capital, City Light Capital"
Critical Start,"Plano, Texas, United States",Active,For Profit,,,,,2.0,2.0,"Information Technology, Privacy and Security","Cyber Security, Information Services, Information Technology, Network Security",2.0,Private Equity,2022-04-12,215000000.0,USD,215000000.0,Private Equity,Private Equity,215000000.0,USD,215000000.0,255000000.0,USD,255000000.0,1.0,23.166,"12,293.83",536.0,2807346.0,USD,2807346.0,"Vista Equity Partners, Bregal Sagemount"
ElasticRun,"Pune, Maharashtra, India",Active,For Profit,,,,,5.0,8.0,"Commerce and Shopping, Internet Services, Transportation","E-Commerce, E-Commerce Platforms, Logistics",6.0,Late Stage Venture,2022-02-07,22600000000.0,INR,302711498.0,Series E,Series E,22600000000.0,INR,302711498.0,434808664.0,USD,434808664.0,,18.497,"15,200.67",207.0,,,,"Goldman Sachs, Norwest Venture Partners, Kalaari Capital, SoftBank Vision Fund, Prosus Ventures"
Extend,"San Francisco, California, United States",Active,For Profit,,,,,3.0,19.0,"Commerce and Shopping, Financial Services","E-Commerce, InsurTech, Retail",4.0,Late Stage Venture,2021-05-18,260000000.0,USD,260000000.0,Series C,Series C,260000000.0,USD,260000000.0,320400000.0,USD,320400000.0,,74.684,"37,304.33",136.0,,,,"SoftBank Vision Fund, Graph Ventures, Lightbank, PayPal Ventures, American Express Ventures"
Deepki,"Paris, Ile-de-France, France",Active,For Profit,,,,,4.0,12.0,"Data and Analytics, Energy, Information Technology, Real Estate, Sustainability","Analytics, Energy Efficiency, Information Technology, Real Estate",5.0,Late Stage Venture,2022-03-30,150000000.0,EUR,167421925.0,Series C,Series C,150000000.0,EUR,167421925.0,178825047.0,USD,178825047.0,3.0,20.158,"43,233.67",746.0,,,,"Bpifrance, Hi Inov - Dentressangle, Highland Europe, One Peak Partners, Axeleo Capital"
Credit Kudos,"London, England, United Kingdom",Active,For Profit,,,,,2.0,22.0,Financial Services,"Credit Bureau, Financial Services, FinTech",3.0,M&A,2020-04-15,5000000.0,GBP,6259373.0,Series A,Series A,5000000.0,GBP,6259373.0,7800000.0,GBP,9918797.0,1.0,146.815,"58,131.17",686.0,,,,"Entrepreneur First, Ascension, Plug and Play Tech Center, AlbionVC, TriplePoint Capital"
Everli,"Milan, Lombardia, Italy",Active,For Profit,,,,,5.0,24.0,"Administrative Services, Commerce and Shopping, Food and Beverage, Transportation","Delivery, Delivery Service, E-Commerce, Grocery, Same Day Delivery",9.0,Late Stage Venture,2022-03-31,22000000.0,EUR,24362801.0,Series C,Series C,22000000.0,EUR,24362801.0,135555000.0,EUR,156745128.0,2.0,889.824,"468,490.33",234.0,,,,"360 Capital, Bossa Nova Investimentos, DN Capital, Endeavor Catalyst, United Ventures"
Aavishkaar Venture Capital,"Mumbai, Maharashtra, India",Active,,77.0,48.0,2.0,4.0,2.0,3.0,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",2.0,,2019-09-26,37000000.0,USD,37000000.0,Venture - Series Unknown,Venture - Series Unknown,37000000.0,USD,37000000.0,62000000.0,USD,62000000.0,,1.357,"1,975.17",19.0,,,,"FMO, Triodos Investment Management, Shell Foundation"
Aclima,"San Francisco, California, United States",Active,For Profit,,,,,2.0,16.0,"Government and Military, Information Technology, Internet Services, Science and Engineering, Software, Sustainability","Enterprise Software, Environmental Engineering, GovTech, Information Technology, Internet of Things, Pollution Control, Software",2.0,Early Stage Venture,2020-11-19,40000000.0,USD,40000000.0,Series B,Series B,40000000.0,USD,40000000.0,64000000.0,USD,64000000.0,1.0,9.443,"6,019.83",26.0,189786.0,USD,189786.0,"Splunk, Emerson Collective, Kapor Capital, Rethink Impact, Microsoft Climate Innovation Fund"
Ankr,"San Francisco, California, United States",Active,For Profit,5.0,,,,3.0,11.0,"Information Technology, Internet Services, Other, Privacy and Security, Software","Blockchain, Cloud Computing, Cloud Security, PaaS, Sharing Economy",4.0,,2018-06-21,15000000.0,USD,15000000.0,Venture - Series Unknown,Venture - Series Unknown,15000000.0,USD,15000000.0,27320000.0,USD,27320000.0,,117.112,110.611,375.0,,,,"Pantera Capital, DHVC, NEO Global Capital (NGC), Mapleblock Capital, Ryan Fang"
Carousell,"Singapore, Central Region, Singapore",Active,For Profit,,,,,8.0,17.0,"Apps, Commerce and Shopping, Consumer Goods, Mobile, Software","Classifieds, Consumer Goods, E-Commerce, Marketplace, Mobile Apps",13.0,Private Equity,2021-11-11,10000000.0,USD,10000000.0,Private Equity,Private Equity,10000000.0,USD,10000000.0,372605199.0,USD,372605199.0,2.0,"10,663,296","5,848,296.33",722.0,,,,"Rakuten, 500 Startups, Naver, Quest Ventures, Sequoia Capital India"
Fivetran,"Oakland, California, United States",Active,For Profit,,,,,4.0,9.0,"Data and Analytics, Information Technology, Internet Services, Software","Analytics, Cloud Data Services, Data Integration",6.0,Late Stage Venture,2021-09-20,565000000.0,USD,565000000.0,Series D,Series D,565000000.0,USD,565000000.0,728108000.0,USD,728108000.0,13.0,"1,156,715","494,350.67",514.0,278771.0,USD,278771.0,"Andreessen Horowitz, General Catalyst, Y Combinator, Matrix Partners, D1 Capital Partners"
Dataiku,"New York, New York, United States",Active,For Profit,,,,,9.0,17.0,"Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software","Analytics, Artificial Intelligence, Data Integration, Enterprise Software, Machine Learning",10.0,Late Stage Venture,2021-08-05,400000000.0,USD,400000000.0,Series E,Series E,400000000.0,USD,400000000.0,646835229.0,USD,646835229.0,55.0,621.088,"476,370.33",447.0,2901890.0,USD,2901890.0,"Eurazeo, Insight Partners, Tiger Global Management, FirstMark, Stripes"
Cyera,"San Mateo, California, United States",Active,For Profit,,,,,2.0,3.0,"Information Technology, Privacy and Security, Software","Cloud Security, Cyber Security, Enterprise Software, Security",2.0,Early Stage Venture,2022-03-29,60000000.0,USD,60000000.0,Series A,Series A,60000000.0,USD,60000000.0,64500000.0,USD,64500000.0,,7.207,,55.0,,,,"Sequoia Capital, Accel, Cyberstarts"
Attivo Networks,"Fremont, California, United States",Active,For Profit,,,,,4.0,8.0,"Consumer Electronics, Hardware, Information Technology, Privacy and Security, Software","Computer, Cyber Security, Network Security, Software",6.0,M&A,2019-06-27,10720779.0,USD,10720779.0,Series C,Series C,10720779.0,USD,10720779.0,60108747.0,USD,60108747.0,27.0,27.4,"9,490.17",34.0,51608.0,USD,51608.0,"Bain Capital, Energy Impact Partners, Bain Capital Ventures, Singtel Innov8, Forgepoint Capital"
EdCast,"Mountain View, California, United States",Active,For Profit,,,,,5.0,21.0,"Information Technology, Internet Services, Mobile, Software","Cloud Data Services, Mobile, SaaS",8.0,M&A,2019-12-13,35000000.0,USD,35000000.0,Series D,Series D,35000000.0,USD,35000000.0,107309936.0,USD,107309936.0,3.0,276.715,"231,433.17",514.0,586730.0,USD,586730.0,"Menlo Ventures, StartX (Stanford-StartX Fund), Cervin, Kapor Capital, Stanford University"
Black Crow AI,"New York, New York, United States",Active,For Profit,,,,,1.0,10.0,"Artificial Intelligence, Data and Analytics, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence, Machine Learning, Marketing, Predictive Analytics",1.0,Early Stage Venture,2022-03-31,25000000.0,USD,25000000.0,Series A,Series A,25000000.0,USD,25000000.0,25000000.0,USD,25000000.0,,"27,563,589","4,597,846.17",570.0,,,,"Imaginary Ventures, Primary Venture Partners, Interplay, Good Friends, Left Lane Capital"
Enjin,"Singapore, Central Region, Singapore",Active,For Profit,8.0,1.0,,,4.0,12.0,"Financial Services, Gaming, Information Technology, Media and Entertainment, Other, Payments, Privacy and Security, Software","Blockchain, Content, Cryptocurrency, Identity Management, Video Games",4.0,,2021-07-01,20000000.0,USD,20000000.0,Initial Coin Offering,Initial Coin Offering,20000000.0,USD,20000000.0,61900000.0,USD,61900000.0,2.0,557.288,"404,883.17",254.0,,,,"BlockTower Capital, Hashed, Arrington XRP Capital, ICONIUM, Hypersphere Ventures"
Blackberry,"Waterloo, Ontario, Canada",Active,For Profit,12.0,4.0,,4.0,,1.0,"Hardware, Mobile, Science and Engineering, Software","Embedded Systems, Hardware, Mobile, Telecommunications",1.0,IPO,2013-11-04,1000000000.0,USD,1000000000.0,Post-IPO Equity,Post-IPO Equity,1000000000.0,USD,1000000000.0,1000000000.0,USD,1000000000.0,44.0,"1,278,774","1,386,650.67",272.0,80244230.0,USD,80244230.0,Fairfax Financial Holdings
